id,product_code,title,color,memory,manufacturer,regular_price,promo_price,reviews_count,screen_diagonal,display_resolution,photos,specifications,source_url,created_at,updated_at
1,U0961530,Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),чорний,256 Gb,Apple,65799.00,,1,"6.9""",1320 х 2868,"[""https://brain.com.ua/static/images/prod_img/3/0/U0961530_1738426633.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_2_1738426634.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_3_1738426634.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_4_1738426636.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_5_1738426637.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_6_1738426638.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_7_1738426639.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_8_1738426641.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_9_1738426642.jpg""]","{""Вага"": ""227 г"", ""Колір"": ""чорний"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Примітка"": ""Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження"", ""Процесор"": ""Apple A18 Pro"", ""Штрихкод"": ""195949805783"", ""Відеоядро"": ""Apple Ax Series"", ""Навігація"": ""iBeacon , BeiDou , Galileo , QZSS , GPS , A-GPS"", ""Оснащення"": ""пило/вологозахист , гіроскоп"", ""Органайзер"": ""нотатки, телефонна книга, диктофон, секундомір, калькулятор, світовий час, годинник, календар, будильник"", ""Розміри (мм)"": ""163 х 77.6 х 8.25 мм"", ""Тип дисплея"": ""OLED (Super Retina XDR)"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""ігри, мобільні сервіси Google, соціальні мережі, відеоплеєр, музичний плеєр"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 48 + 12 Mpx"", ""Формат SIM-карти"": ""Nano, e-sim"", ""Функції камери"": ""розпізнавання обличчя, геотегінг, HDR, панорама, спалах, автофокус"", ""Матеріал екрану"": ""Ceramic Shield"", ""Діагональ екрану"": ""6.9\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Матеріал корпуса"": ""титан , алюміній"", ""Вбудована пам'ять"": ""256 Gb"", ""Вбудовані датчики"": ""датчик освітлення, компас, акселерометр, датчик наближення, гіроскоп, барометр"", ""Фронтальна камера"": ""12 Mpx"", ""Країна виробництва"": ""Китай"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 18"", ""Особливості корпусу"": ""безрамковий дисплей , водонепроникні"", ""Бездротові технології"": ""бездротова зарядка , WI-FI , Bluetooth , NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""120 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G , 3G , 4G , 5G"", ""Діафрагма основної камери"": ""f/1.78 + f/2.2 + f/2.8"", ""Роздільна здатність екрану"": ""1320 х 2868"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Запис відео фронтальної камери"": ""4K / 3840x2160 / стереозвук"", ""Кількість модулів основної камери"": ""3"", ""Кількість модулів фронтальної камери"": ""1""}",https://brain.com.ua/ukr/Mobilniy_telefon_Apple_iPhone_16_Pro_Max_256GB_Black_Titanium-p1145443.html,2026-07-07 00:15:41.619609+03,2026-07-07 00:15:41.619633+03
